wavelength	flux	var	error
4.693000e+03	1.957481e-19	1.713585e-39	4.139547e-20
4.694000e+03	2.508782e-19	1.653134e-39	4.065875e-20
4.695000e+03	1.771827e-19	1.566354e-39	3.957719e-20
4.696000e+03	1.909911e-19	1.398629e-39	3.739825e-20
4.697000e+03	2.093834e-19	1.246060e-39	3.529957e-20
4.698000e+03	1.712443e-19	1.155627e-39	3.399451e-20
4.699000e+03	1.928700e-19	1.139921e-39	3.376272e-20
4.700000e+03	2.237609e-19	1.233112e-39	3.511569e-20
4.701000e+03	1.815470e-19	1.162620e-39	3.409722e-20
4.702000e+03	1.991725e-19	7.347141e-40	2.710561e-20
4.703000e+03	1.966127e-19	6.926983e-40	2.631916e-20
4.704000e+03	1.953839e-19	6.360975e-40	2.522097e-20
4.705000e+03	2.189611e-19	5.922130e-40	2.433543e-20
4.706000e+03	1.979542e-19	5.801362e-40	2.408602e-20
4.707000e+03	2.016442e-19	5.827921e-40	2.414109e-20
4.708000e+03	2.541259e-19	5.955502e-40	2.440390e-20
4.709000e+03	2.369798e-19	5.962757e-40	2.441876e-20
4.710000e+03	1.910987e-19	6.245373e-40	2.499074e-20
4.711000e+03	1.682043e-19	6.352185e-40	2.520354e-20
4.712000e+03	1.631244e-19	6.201988e-40	2.490379e-20
4.713000e+03	1.846385e-19	6.170485e-40	2.484046e-20
4.714000e+03	1.942096e-19	5.833320e-40	2.415227e-20
4.715000e+03	1.893999e-19	5.639689e-40	2.374803e-20
4.716000e+03	1.915243e-19	5.621752e-40	2.371023e-20
4.717000e+03	2.360852e-19	5.685859e-40	2.384504e-20
4.718000e+03	2.119684e-19	5.526285e-40	2.350805e-20
4.719000e+03	2.038611e-19	5.384780e-40	2.320513e-20
4.720000e+03	1.897283e-19	5.376345e-40	2.318695e-20
4.721000e+03	2.107136e-19	5.463971e-40	2.337514e-20
4.722000e+03	1.991344e-19	5.443213e-40	2.333069e-20
4.723000e+03	1.894048e-19	5.405444e-40	2.324961e-20
4.724000e+03	1.772772e-19	5.377999e-40	2.319051e-20
4.725000e+03	1.884888e-19	5.373556e-40	2.318093e-20
4.726000e+03	1.994106e-19	5.437064e-40	2.331751e-20
4.727000e+03	2.031900e-19	5.718595e-40	2.391358e-20
4.728000e+03	2.325334e-19	6.018572e-40	2.453278e-20
4.729000e+03	1.992865e-19	6.116790e-40	2.473214e-20
4.730000e+03	1.775842e-19	6.258625e-40	2.501724e-20
4.731000e+03	2.009695e-19	6.209508e-40	2.491889e-20
