wavelength,flux_obs,flux_syn,flux_residual
3731.0,1.53073,0.88253,0.6481999999999999
3732.0,1.0468,0.880931,0.16586899999999993
3733.0,1.0811,0.880743,0.2003569999999999
3734.0,0.986309,0.88234,0.10396899999999998
3735.0,0.835753,0.885982,-0.05022900000000008
3736.0,0.815401,0.891222,-0.07582099999999992
3737.0,0.896845,0.897067,-0.00022199999999994446
3738.0,0.822804,0.902841,-0.08003700000000002
3739.0,0.856899,0.907724,-0.05082500000000001
3740.0,1.00756,0.910826,0.09673399999999999
3741.0,1.00577,0.911654,0.09411600000000009
3742.0,0.925708,0.909941,0.015766999999999975
3743.0,0.895921,0.905803,-0.009882000000000057
3744.0,0.976791,0.900233,0.07655800000000001
3745.0,0.825284,0.893824,-0.06853999999999993
3746.0,0.941711,0.887326,0.05438500000000002
3747.0,0.904218,0.881643,0.02257500000000001
3748.0,0.768625,0.877614,-0.108989
3749.0,0.755054,0.876116,-0.121062
3750.0,0.972623,0.877935,0.094688
3751.0,1.05662,0.882692,0.17392799999999986
3752.0,0.874823,0.889748,-0.014924999999999966
3753.0,0.823371,0.898347,-0.07497600000000004
3754.0,0.790926,0.907523,-0.11659699999999995
3755.0,0.919136,0.916664,0.0024719999999999187
3756.0,0.837577,0.925052,-0.08747499999999997
3757.0,0.919491,0.9316,-0.012109000000000036
3758.0,1.06056,0.935658,0.12490199999999996
3759.0,0.957976,0.936904,0.02107200000000009
3760.0,1.04555,0.935215,0.11033499999999996
3761.0,0.960121,0.930995,0.029125999999999985
3762.0,0.885923,0.924184,-0.03826099999999999
3763.0,0.918854,0.915105,0.0037490000000000023
3764.0,0.812538,0.904585,-0.09204699999999999
3765.0,0.872578,0.893782,-0.021204
3766.0,0.773103,0.884029,-0.11092599999999997
3767.0,0.841679,0.876126,-0.034447000000000005
3768.0,1.11129,0.870328,0.2409619999999999
3769.0,1.18328,0.867451,0.31582900000000014
3770.0,0.969931,0.868182,0.10174899999999998
3771.0,0.993882,0.873099,0.12078300000000008
3772.0,0.959263,0.88211,0.07715300000000003
3773.0,0.7253,0.894003,-0.16870300000000005
3774.0,0.719379,0.907829,-0.18845
3775.0,0.968755,0.922829,0.04592600000000002
3776.0,1.00298,0.938329,0.06465100000000001
3777.0,0.912821,0.953624,-0.040803000000000034
3778.0,1.04938,0.967776,0.08160400000000001
3779.0,0.819357,0.979913,-0.16055600000000003
3780.0,0.966802,0.98953,-0.02272799999999997
3781.0,0.715234,0.996293,-0.28105899999999995
3782.0,0.863816,1.00011,-0.13629400000000003
3783.0,0.929963,1.00095,-0.07098700000000002
3784.0,0.936734,0.99875,-0.06201600000000007
3785.0,0.830029,0.993593,-0.16356399999999993
3786.0,0.918872,0.985448,-0.06657599999999997
3787.0,0.882157,0.974613,-0.09245599999999998
3788.0,0.910466,0.961454,-0.05098800000000003
3789.0,1.18293,0.946326,0.23660400000000004
3790.0,0.938629,0.92982,0.008809000000000067
3791.0,0.907261,0.912529,-0.00526800000000005
3792.0,0.760724,0.895557,-0.1348330000000001
3793.0,0.734375,0.880122,-0.14574699999999996
3794.0,0.89453,0.867259,0.027271000000000045
3795.0,0.584687,0.857305,-0.272618
3796.0,0.737986,0.850991,-0.11300500000000002
3797.0,0.892617,0.848831,0.04378599999999999
3798.0,1.02734,0.851491,0.17584899999999992
3799.0,0.820226,0.858949,-0.03872299999999995
3800.0,0.848831,0.870045,-0.021213999999999955
3801.0,1.02221,0.883811,0.13839900000000005
3802.0,0.764494,0.89932,-0.134826
3803.0,0.889697,0.915889,-0.026191999999999993
3804.0,0.891062,0.932868,-0.04180600000000001
3805.0,0.873698,0.949163,-0.075465
3806.0,0.98515,0.963716,0.021433999999999953
3807.0,1.0554,0.976354,0.07904599999999984
3808.0,1.09806,0.986768,0.11129200000000006
3809.0,0.889866,0.995042,-0.10517599999999994
3810.0,0.953417,1.00107,-0.047652999999999945
3811.0,1.10223,1.00476,0.09746999999999995
3812.0,1.01134,1.00643,0.00490999999999997
3813.0,1.11444,1.00633,0.10811000000000015
3814.0,1.01983,1.00484,0.014990000000000059
3815.0,1.00519,1.0023,0.002890000000000059
3816.0,1.09353,0.999012,0.09451799999999988
3817.0,1.03676,0.994859,0.041900999999999855
3818.0,0.994599,0.989736,0.004863000000000062
3819.0,0.880966,0.983776,-0.10280999999999996
3820.0,1.00132,0.977116,0.024204000000000003
3821.0,1.01682,0.969884,0.04693600000000009
3822.0,0.81083,0.961617,-0.150787
3823.0,0.955468,0.951484,0.0039839999999999876
3824.0,1.0395,0.93951,0.09999000000000013
3825.0,0.902041,0.925926,-0.023885000000000045
3826.0,0.943105,0.911148,0.03195700000000001
3827.0,0.917499,0.895317,0.022181999999999924
3828.0,1.02049,0.878226,0.14226399999999995
3829.0,0.920663,0.860889,0.059773999999999994
3830.0,0.852678,0.844611,0.008067000000000046
3831.0,0.887403,0.830522,0.05688100000000007
3832.0,0.970479,0.819392,0.15108699999999997
3833.0,0.971276,0.81147,0.159806
3834.0,0.980195,0.807518,0.17267700000000008
3835.0,0.946243,0.808502,0.1377409999999999
3836.0,1.05553,0.814506,0.24102400000000013
3837.0,0.675977,0.825106,-0.14912899999999996
3838.0,0.827163,0.839178,-0.012014999999999998
3839.0,0.954158,0.855741,0.09841699999999998
3840.0,0.975405,0.874176,0.10122900000000001
3841.0,0.985295,0.893667,0.09162800000000004
3842.0,1.00732,0.913365,0.09395500000000001
3843.0,0.875615,0.932255,-0.05663999999999991
3844.0,0.901611,0.949511,-0.04789999999999994
3845.0,1.03963,0.964748,0.074882
3846.0,1.08952,0.977994,0.11152600000000001
3847.0,1.10914,0.989262,0.11987800000000004
3848.0,1.18417,0.998563,0.18560699999999997
3849.0,1.19779,1.00589,0.19189999999999996
3850.0,1.08421,1.0115,0.07270999999999983
3851.0,1.05575,1.01573,0.040019999999999945
3852.0,0.900591,1.01886,-0.11826900000000007
3853.0,0.99424,1.02109,-0.02685000000000004
3854.0,1.14922,1.02252,0.1266999999999998
3855.0,1.02626,1.02331,0.002950000000000008
3856.0,1.17068,1.02364,0.14703999999999984
3857.0,1.0881,1.02357,0.06452999999999998
3858.0,0.914017,1.02331,-0.10929299999999997
3859.0,1.00673,1.02277,-0.016040000000000054
3860.0,1.07864,1.02188,0.056760000000000144
3861.0,0.990779,1.0207,-0.029920999999999975
3862.0,0.992572,1.01921,-0.02663799999999994
3863.0,0.978562,1.0176,-0.03903800000000002
3864.0,0.850365,1.01582,-0.1654549999999999
3865.0,1.16251,1.01367,0.14883999999999986
3866.0,1.30104,1.01118,0.28986
3867.0,1.46758,1.00845,0.45913000000000004
3868.0,1.41631,1.00555,0.41076
3869.0,1.38486,1.00239,0.3824700000000001
3870.0,1.30269,0.998683,0.3040069999999999
3871.0,1.09874,0.994263,0.10447700000000004
3872.0,0.989088,0.989175,-8.700000000005925e-05
3873.0,0.948626,0.983391,-0.034765000000000046
3874.0,1.03057,0.976696,0.05387399999999998
3875.0,1.05459,0.968687,0.08590299999999995
3876.0,0.914189,0.958927,-0.044737999999999944
3877.0,0.91946,0.947471,-0.028010999999999897
3878.0,0.903764,0.934539,-0.030774999999999997
3879.0,0.833916,0.920264,-0.08634799999999998
3880.0,1.03722,0.904728,0.13249200000000005
3881.0,1.05247,0.887965,0.164505
3882.0,1.07229,0.870676,0.20161399999999996
3883.0,0.864153,0.854044,0.010108999999999924
3884.0,0.914827,0.839158,0.07566899999999999
3885.0,0.965832,0.826925,0.138907
3886.0,1.15486,0.817737,0.33712299999999995
3887.0,1.52328,0.812098,0.711182
3888.0,1.53515,0.810708,0.724442
3889.0,1.5128,0.814091,0.6987089999999999
3890.0,1.16494,0.822162,0.34277800000000014
3891.0,1.01792,0.83401,0.1839099999999999
3892.0,1.06702,0.848518,0.21850200000000009
3893.0,0.934289,0.864864,0.06942500000000007
3894.0,0.870224,0.882544,-0.012319999999999998
3895.0,0.717307,0.90089,-0.18358299999999994
3896.0,0.966399,0.919007,0.04739199999999999
3897.0,1.01583,0.936067,0.07976300000000003
3898.0,1.09277,0.951659,0.141111
3899.0,0.939169,0.965737,-0.026567999999999925
3900.0,0.993548,0.978337,0.015210999999999975
3901.0,1.03419,0.989552,0.044637999999999955
3902.0,1.05985,0.999454,0.060396000000000005
3903.0,1.09882,1.00809,0.09072999999999998
3904.0,0.782459,1.0155,-0.23304100000000005
3905.0,0.931533,1.02182,-0.0902869999999999
3906.0,1.1157,1.02734,0.08836
3907.0,0.976273,1.03214,-0.05586700000000011
3908.0,1.02432,1.03606,-0.011740000000000084
3909.0,1.03441,1.03898,-0.004569999999999963
3910.0,1.01471,1.04106,-0.026350000000000096
3911.0,0.930112,1.04245,-0.11233800000000005
3912.0,1.09696,1.043,0.05396000000000001
3913.0,1.10913,1.04258,0.06654999999999989
3914.0,0.964387,1.04131,-0.07692299999999996
3915.0,1.19061,1.03955,0.15105999999999997
3916.0,1.02145,1.03715,-0.015700000000000047
3917.0,0.936374,1.03395,-0.09757599999999989
3918.0,1.03427,1.02994,0.004329999999999945
3919.0,0.955774,1.02549,-0.069716
3920.0,1.09112,1.02077,0.07035000000000013
3921.0,0.920678,1.01531,-0.09463199999999994
3922.0,0.836677,1.00882,-0.17214300000000005
3923.0,0.938573,1.00122,-0.06264700000000001
3924.0,0.90948,0.993486,-0.08400600000000003
3925.0,0.903688,0.98572,-0.082032
3926.0,0.86653,0.977276,-0.11074600000000001
3927.0,0.791786,0.967833,-0.17604700000000006
3928.0,0.888314,0.958168,-0.06985399999999997
3929.0,0.73968,0.95068,-0.21099999999999997
3930.0,0.754867,0.945427,-0.19056000000000006
3931.0,0.768462,0.941178,-0.17271599999999998
3932.0,0.889493,0.937661,-0.04816799999999999
3933.0,0.865563,0.936632,-0.07106900000000005
3934.0,0.743047,0.939568,-0.19652099999999995
3935.0,1.04315,0.94503,0.09811999999999999
3936.0,0.938033,0.951191,-0.013158000000000003
3937.0,0.799546,0.957607,-0.158061
3938.0,0.940077,0.965178,-0.02510099999999993
3939.0,1.05376,0.973624,0.08013599999999999
3940.0,0.890007,0.981342,-0.09133500000000006
3941.0,0.868112,0.987763,-0.11965099999999995
3942.0,0.914091,0.992864,-0.07877299999999998
3943.0,0.978749,0.996953,-0.018203999999999998
3944.0,1.06369,0.99991,0.06378000000000006
3945.0,1.00947,1.00151,0.00796000000000019
3946.0,1.04397,1.00196,0.0420100000000001
3947.0,0.955312,1.00132,-0.04600799999999994
3948.0,1.10488,0.999709,0.10517100000000013
3949.0,1.19034,0.997112,0.19322799999999996
3950.0,0.986921,0.993525,-0.006603999999999943
3951.0,0.975269,0.988831,-0.013561999999999963
3952.0,0.977051,0.982846,-0.005794999999999995
3953.0,0.941206,0.975521,-0.034314999999999984
3954.0,1.07248,0.96664,0.10584000000000005
3955.0,0.920333,0.955937,-0.03560400000000008
3956.0,1.05344,0.94324,0.11019999999999996
3957.0,1.0289,0.928214,0.10068599999999994
3958.0,0.989311,0.910923,0.07838800000000001
3959.0,1.13298,0.89161,0.24137000000000008
3960.0,1.06164,0.870649,0.1909909999999999
3961.0,0.902854,0.848323,0.054530999999999996
3962.0,0.792667,0.824591,-0.03192399999999995
3963.0,0.812829,0.800869,0.01195999999999997
3964.0,0.920626,0.779008,0.14161800000000002
3965.0,0.916899,0.760094,0.15680499999999997
3966.0,1.072,0.744393,0.3276070000000001
3967.0,1.20767,0.732698,0.47497200000000006
3968.0,1.38414,0.726217,0.6579229999999999
3969.0,1.2804,0.725993,0.554407
3970.0,1.31356,0.731581,0.581979
3971.0,1.15431,0.742047,0.41226299999999994
3972.0,0.922331,0.756711,0.16562
3973.0,0.754993,0.774911,-0.01991799999999999
3974.0,0.735702,0.79591,-0.06020800000000004
3975.0,1.03099,0.818131,0.21285900000000002
3976.0,0.992804,0.840527,0.152277
3977.0,0.964389,0.861869,0.10252000000000006
3978.0,1.00484,0.881907,0.12293299999999996
3979.0,0.735817,0.900555,-0.16473799999999994
3980.0,0.754711,0.917316,-0.162605
3981.0,0.899845,0.931716,-0.03187099999999998
3982.0,0.925778,0.943791,-0.018013000000000057
3983.0,0.936074,0.954855,-0.018781000000000048
3984.0,1.01989,0.964365,0.055524999999999936
3985.0,0.936303,0.972411,-0.03610800000000003
3986.0,0.899395,0.97892,-0.07952500000000007
3987.0,0.871226,0.984659,-0.113433
3988.0,0.981562,0.990069,-0.008506999999999931
3989.0,0.988964,0.99446,-0.005496000000000056
3990.0,1.12565,0.997954,0.12769600000000003
3991.0,1.02423,1.00068,0.02354999999999996
3992.0,0.912367,1.00334,-0.09097299999999986
3993.0,0.895381,1.00536,-0.10997900000000005
3994.0,1.0669,1.00684,0.06006
3995.0,1.12579,1.00776,0.11803000000000008
3996.0,1.0678,1.0084,0.05940000000000012
3997.0,1.01164,1.00895,0.002690000000000081
3998.0,1.12399,1.00924,0.11475000000000013
3999.0,1.11659,1.00931,0.10728000000000004
4000.0,1.04786,1.00913,0.03872999999999993
4001.0,1.15571,1.00904,0.14667000000000008
4002.0,1.05966,1.00913,0.050529999999999964
4003.0,1.03641,1.00934,0.02707000000000015
4004.0,0.925253,1.0095,-0.08424700000000007
4005.0,1.0127,1.00982,0.0028799999999999937
4006.0,0.93884,1.01057,-0.07172999999999996
4007.0,1.01717,1.01164,0.005529999999999813
4008.0,1.06939,1.01289,0.056499999999999995
4009.0,0.910194,1.01419,-0.10399599999999998
4010.0,0.912573,1.01564,-0.10306700000000013
4011.0,1.06655,1.01723,0.04932000000000003
4012.0,1.05006,1.01871,0.03134999999999999
4013.0,0.93458,1.01991,-0.08533000000000013
4014.0,1.04579,1.02072,0.025069999999999926
4015.0,1.1022,1.02111,0.0810900000000001
4016.0,1.01946,1.02082,-0.0013600000000000279
4017.0,1.02516,1.02011,0.005049999999999999
4018.0,1.03312,1.01895,0.014170000000000016
4019.0,1.13894,1.0173,0.12163999999999997
4020.0,1.0589,1.01501,0.043889999999999985
4021.0,0.896804,1.01265,-0.115846
4022.0,0.975547,1.01059,-0.035043000000000046
4023.0,0.882821,1.00893,-0.12610900000000014
4024.0,0.876123,1.00728,-0.13115699999999997
4025.0,0.904721,1.00598,-0.1012590000000001
4026.0,0.918557,1.00556,-0.08700300000000005
4027.0,1.00676,1.00609,0.0006700000000001705
4028.0,0.920649,1.00711,-0.0864609999999999
4029.0,0.843257,1.00829,-0.16503299999999987
4030.0,0.961132,1.00997,-0.04883800000000005
4031.0,1.05942,1.01215,0.04726999999999992
4032.0,1.03439,1.01467,0.01971999999999996
4033.0,1.07236,1.01684,0.055520000000000014
4034.0,0.983219,1.01882,-0.035601000000000105
4035.0,1.01247,1.02049,-0.008019999999999916
4036.0,1.03921,1.02199,0.017220000000000013
4037.0,1.01652,1.02303,-0.006510000000000016
4038.0,1.1194,1.02364,0.09575999999999985
4039.0,1.19052,1.02383,0.16669
4040.0,1.10097,1.02373,0.07723999999999998
4041.0,1.0215,1.02342,-0.0019199999999999218
4042.0,0.794926,1.02309,-0.22816400000000003
4043.0,0.775738,1.02286,-0.24712200000000006
4044.0,1.0,1.0226,-0.022599999999999953
4045.0,1.07614,1.02245,0.053690000000000015
4046.0,0.9427,1.02258,-0.07988000000000006
4047.0,0.924713,1.02307,-0.09835699999999992
4048.0,0.965121,1.02353,-0.058409000000000044
4049.0,0.975327,1.02379,-0.04846299999999992
4050.0,1.09204,1.02403,0.0680099999999999
4051.0,1.03456,1.02425,0.01030999999999982
4052.0,0.883789,1.02404,-0.14025100000000001
4053.0,0.887386,1.02326,-0.13587400000000005
4054.0,0.873065,1.02217,-0.14910500000000004
4055.0,1.04905,1.02065,0.02839999999999998
4056.0,1.1213,1.01833,0.10297
4057.0,0.89548,1.01558,-0.12009999999999987
4058.0,0.89116,1.01274,-0.12158000000000002
4059.0,0.884344,1.00945,-0.12510599999999994
4060.0,0.829565,1.00536,-0.17579500000000003
4061.0,0.991437,1.00124,-0.009802999999999895
4062.0,1.0929,0.997606,0.09529399999999999
4063.0,1.0994,0.993883,0.10551699999999997
4064.0,1.16209,0.989641,0.17244900000000007
4065.0,1.06053,0.985636,0.07489400000000002
4066.0,1.13634,0.982628,0.15371199999999996
4067.0,1.27482,0.97981,0.2950100000000001
4068.0,1.24885,0.976705,0.27214499999999997
4069.0,1.19029,0.973887,0.21640300000000012
4070.0,0.9827,0.972116,0.010584000000000038
4071.0,0.942939,0.970495,-0.027556000000000025
4072.0,0.910547,0.968809,-0.058262000000000036
4073.0,0.993756,0.967449,0.02630699999999997
4074.0,0.964657,0.966783,-0.0021259999999999613
4075.0,1.0727,0.966232,0.10646800000000001
4076.0,1.0866,0.965704,0.120896
4077.0,0.860295,0.965274,-0.10497899999999993
4078.0,0.89572,0.965103,-0.06938300000000008
4079.0,0.89556,0.964819,-0.06925899999999996
4080.0,1.01137,0.96419,0.04718000000000011
4081.0,1.07658,0.963111,0.11346900000000004
4082.0,1.00653,0.961537,0.04499299999999995
4083.0,0.953544,0.959341,-0.005797000000000052
4084.0,0.803495,0.956103,-0.15260800000000008
4085.0,0.911024,0.951643,-0.04061900000000007
4086.0,0.923743,0.945784,-0.022040999999999977
4087.0,0.884144,0.938576,-0.054431999999999925
4088.0,1.02551,0.929622,0.09588799999999997
4089.0,0.99406,0.918819,0.075241
4090.0,0.960987,0.906175,0.05481200000000008
4091.0,1.00732,0.892006,0.11531400000000003
4092.0,0.895999,0.8764,0.019599000000000033
4093.0,0.75422,0.85969,-0.10546999999999995
4094.0,0.714719,0.842511,-0.12779200000000002
4095.0,0.797501,0.825682,-0.02818100000000001
4096.0,0.811283,0.809796,0.001487000000000016
4097.0,0.732825,0.795569,-0.06274400000000002
4098.0,1.01562,0.783956,0.23166399999999998
4099.0,1.56167,0.775811,0.7858589999999999
4100.0,1.80554,0.771304,1.034236
4101.0,1.86794,0.770455,1.0974849999999998
4102.0,1.65514,0.773479,0.881661
4103.0,1.30283,0.780532,0.5222979999999999
4104.0,1.01585,0.790738,0.22511199999999987
4105.0,0.89203,0.8031,0.08892999999999995
4106.0,0.91894,0.817034,0.10190599999999994
4107.0,0.916879,0.832281,0.08459799999999995
4108.0,0.939425,0.847865,0.09155999999999997
4109.0,0.882563,0.86283,0.019733
4110.0,0.739722,0.876802,-0.13707999999999998
4111.0,0.762353,0.889749,-0.12739600000000006
4112.0,0.808383,0.90138,-0.092997
4113.0,0.881197,0.91139,-0.030193000000000025
4114.0,1.01799,0.919853,0.09813699999999992
4115.0,0.921923,0.927014,-0.005090999999999957
4116.0,0.877644,0.933005,-0.055360999999999994
4117.0,0.94109,0.937875,0.003214999999999968
4118.0,1.0191,0.941739,0.0773609999999999
4119.0,1.06472,0.944872,0.11984800000000007
4120.0,0.925034,0.947458,-0.022424
4121.0,0.943814,0.949581,-0.005766999999999967
4122.0,0.987752,0.951158,0.036594000000000015
4123.0,0.956953,0.95238,0.004573000000000049
4124.0,0.88374,0.953403,-0.06966300000000003
4125.0,0.92618,0.954365,-0.028185000000000016
4126.0,0.995872,0.9551,0.04077200000000003
4127.0,0.920943,0.955704,-0.03476100000000004
4128.0,0.917369,0.956309,-0.038939999999999975
4129.0,1.01882,0.957131,0.061689000000000105
4130.0,1.12825,0.957993,0.170257
4131.0,0.995662,0.958846,0.03681600000000007
4132.0,0.873868,0.959684,-0.085816
4133.0,0.910836,0.960669,-0.049833000000000016
4134.0,0.917775,0.96157,-0.04379500000000003
4135.0,0.897693,0.962282,-0.06458900000000001
4136.0,1.09334,0.962752,0.13058799999999993
4137.0,0.935903,0.963131,-0.02722799999999992
4138.0,0.979152,0.96323,0.01592199999999999
4139.0,0.944369,0.963104,-0.018734999999999946
4140.0,1.00292,0.96283,0.04009000000000007
4141.0,1.01489,0.962678,0.052212000000000036
4142.0,0.911609,0.962489,-0.050880000000000036
4143.0,1.12447,0.962347,0.16212300000000013
4144.0,1.08319,0.962326,0.12086400000000008
4145.0,0.988684,0.962711,0.025973000000000024
4146.0,0.906824,0.963284,-0.056460000000000066
4147.0,0.991142,0.963955,0.02718699999999996
4148.0,1.04125,0.964655,0.07659499999999997
4149.0,1.05844,0.965622,0.09281800000000007
4150.0,1.01732,0.966727,0.050593
4151.0,0.974919,0.967784,0.0071350000000000025
4152.0,1.03535,0.968652,0.06669800000000004
4153.0,1.03584,0.969573,0.06626700000000008
4154.0,0.92905,0.97056,-0.041509999999999936
4155.0,0.989763,0.971379,0.018383999999999956
4156.0,1.04305,0.97188,0.07117000000000007
4157.0,0.841771,0.972314,-0.13054299999999996
4158.0,0.951542,0.97268,-0.02113799999999999
4159.0,1.0407,0.972647,0.06805299999999992
4160.0,1.06224,0.972184,0.09005600000000002
4161.0,0.911511,0.971596,-0.060085000000000055
4162.0,0.957102,0.970761,-0.013658999999999977
4163.0,0.85385,0.969336,-0.11548599999999998
4164.0,0.894195,0.967557,-0.07336200000000004
4165.0,0.938639,0.965784,-0.027144999999999975
4166.0,1.04195,0.963796,0.07815399999999995
4167.0,0.939706,0.961367,-0.02166099999999993
4168.0,0.78034,0.958932,-0.17859199999999997
4169.0,0.933628,0.956789,-0.023160999999999987
4170.0,1.07213,0.954698,0.11743199999999998
4171.0,1.0846,0.952575,0.13202500000000006
4172.0,1.0165,0.950804,0.06569599999999998
4173.0,1.03115,0.949497,0.08165299999999998
4174.0,0.932654,0.948409,-0.015754999999999963
4175.0,0.98586,0.947535,0.03832499999999994
4176.0,0.95572,0.947059,0.00866100000000003
4177.0,0.937665,0.946877,-0.009211999999999998
4178.0,0.864599,0.946727,-0.08212799999999998
4179.0,0.771007,0.946643,-0.17563600000000001
4180.0,1.03719,0.946677,0.09051300000000007
4181.0,1.01084,0.946631,0.06420899999999996
4182.0,0.976871,0.946282,0.03058900000000009
4183.0,0.996845,0.945674,0.051170999999999967
4184.0,0.926959,0.944864,-0.01790500000000006
4185.0,1.00649,0.943789,0.06270100000000012
4186.0,1.09632,0.94226,0.15405999999999997
4187.0,0.909667,0.940239,-0.030572000000000044
4188.0,0.965284,0.937939,0.027345000000000064
4189.0,0.999627,0.935521,0.064106
4190.0,1.02199,0.932725,0.08926499999999993
4191.0,0.984901,0.92948,0.055421000000000054
4192.0,1.06346,0.926256,0.1372040000000001
4193.0,1.08784,0.92331,0.16452999999999995
4194.0,0.978568,0.920316,0.05825199999999997
4195.0,0.865834,0.917331,-0.051497000000000015
4196.0,0.944265,0.914933,0.029332000000000025
4197.0,0.926994,0.913229,0.013765000000000027
4198.0,1.05647,0.91188,0.14459
4199.0,1.00548,0.911027,0.0944529999999999
4200.0,0.82832,0.910966,-0.08264600000000011
4201.0,0.879354,0.911527,-0.03217300000000001
4202.0,0.867271,0.912365,-0.04509399999999997
4203.0,0.856556,0.913561,-0.05700499999999997
4204.0,0.866976,0.915044,-0.048068
4205.0,0.985699,0.916582,0.06911699999999998
4206.0,0.933338,0.917962,0.015376000000000056
4207.0,0.874256,0.919227,-0.04497099999999998
4208.0,0.945383,0.920215,0.025167999999999968
4209.0,1.05236,0.920964,0.13139599999999996
4210.0,1.06098,0.92145,0.13953000000000004
4211.0,0.965815,0.921585,0.04422999999999999
4212.0,0.961303,0.921314,0.03998900000000005
4213.0,1.01511,0.920944,0.09416599999999997
4214.0,1.00568,0.920418,0.08526199999999995
4215.0,0.945559,0.919417,0.026142
4216.0,0.910955,0.918053,-0.007098000000000049
4217.0,0.973826,0.916743,0.057082999999999995
4218.0,1.03141,0.915217,0.11619299999999999
4219.0,0.904855,0.913209,-0.008354000000000084
4220.0,0.908774,0.911089,-0.002315000000000067
4221.0,1.13716,0.909295,0.22786499999999998
4222.0,1.06673,0.907391,0.159339
4223.0,1.10368,0.905383,0.19829699999999995
4224.0,1.08599,0.903833,0.182157
4225.0,1.01411,0.902959,0.11115100000000011
4226.0,0.823442,0.902229,-0.07878699999999994
4227.0,0.89024,0.901783,-0.01154299999999997
4228.0,0.927165,0.902026,0.025139000000000022
4229.0,0.949654,0.902805,0.04684900000000003
4230.0,0.877269,0.903713,-0.026444000000000023
4231.0,0.859308,0.904934,-0.045626000000000055
4232.0,0.853378,0.906565,-0.053186999999999984
4233.0,0.989897,0.908281,0.08161600000000002
4234.0,0.921999,0.910042,0.011956999999999995
4235.0,0.80276,0.9119,-0.10914000000000001
4236.0,0.928107,0.913727,0.01438000000000006
4237.0,1.03816,0.915399,0.12276100000000001
4238.0,0.970968,0.917009,0.05395900000000009
4239.0,0.962002,0.918371,0.043630999999999975
4240.0,0.994081,0.919384,0.07469700000000001
4241.0,0.833899,0.92014,-0.08624100000000001
4242.0,0.998106,0.920623,0.07748300000000008
4243.0,1.07642,0.920546,0.15587399999999996
4244.0,0.973361,0.920129,0.05323200000000006
4245.0,0.899905,0.919627,-0.019722000000000017
4246.0,0.924731,0.918802,0.005928999999999962
4247.0,0.885281,0.917567,-0.03228600000000004
4248.0,0.921148,0.916434,0.004713999999999996
4249.0,0.929013,0.915532,0.013480999999999965
4250.0,0.925668,0.914333,0.011335000000000095
4251.0,0.913309,0.913194,0.00011500000000008725
4252.0,0.915918,0.912558,0.0033600000000000296
4253.0,0.843542,0.912202,-0.06865999999999994
4254.0,0.827095,0.911631,-0.08453599999999994
4255.0,1.25278,0.911281,0.341499
4256.0,1.07942,0.911426,0.1679940000000001
4257.0,2.05973,0.911533,1.1481970000000001
4258.0,0.959674,0.911505,0.04816900000000002
4259.0,0.633355,0.911609,-0.278254
4260.0,1.05593,0.911752,0.14417800000000003
4261.0,1.34375,0.911528,0.432222
4262.0,0.910664,0.911054,-0.00039000000000000146
4263.0,0.995971,0.910509,0.08546200000000004
4264.0,0.988523,0.909688,0.07883499999999999
4265.0,0.998849,0.908569,0.09028000000000003
4266.0,1.04818,0.907404,0.1407759999999999
4267.0,0.943922,0.906095,0.037827000000000055
4268.0,0.878356,0.904763,-0.02640699999999996
4269.0,1.02655,0.903657,0.12289300000000003
4270.0,0.790265,0.902895,-0.11263000000000001
4271.0,0.874947,0.902191,-0.027243999999999935
4272.0,0.919858,0.901819,0.018038999999999916
4273.0,1.02316,0.901964,0.12119600000000008
4274.0,0.966895,0.902311,0.06458399999999997
4275.0,0.94444,0.902597,0.041842999999999964
4276.0,1.04749,0.903035,0.144455
4277.0,1.06155,0.903681,0.15786900000000004
4278.0,0.848982,0.904006,-0.05502399999999996
4279.0,0.756092,0.903857,-0.14776500000000004
4280.0,0.9164,0.903576,0.012823999999999947
4281.0,1.00867,0.903088,0.10558199999999995
4282.0,0.893211,0.901913,-0.008701999999999988
4283.0,0.811201,0.900271,-0.0890700000000001
4284.0,0.884249,0.898524,-0.014275000000000038
4285.0,0.987062,0.896522,0.09053999999999995
4286.0,0.851602,0.893819,-0.04221700000000006
4287.0,0.883832,0.891091,-0.0072590000000000154
4288.0,0.944439,0.888545,0.055894
4289.0,0.923477,0.885758,0.03771899999999995
4290.0,0.859017,0.882549,-0.023531999999999997
4291.0,0.78617,0.879557,-0.093387
4292.0,0.898056,0.876792,0.02126399999999995
4293.0,0.835091,0.873757,-0.03866599999999998
4294.0,0.955836,0.870679,0.08515700000000004
4295.0,1.05543,0.867858,0.18757200000000007
4296.0,0.779853,0.86507,-0.08521699999999999
4297.0,0.795593,0.862293,-0.06669999999999998
4298.0,0.869311,0.859846,0.009464999999999946
4299.0,0.818745,0.857648,-0.03890300000000002
4300.0,0.802262,0.855661,-0.053398999999999974
4301.0,0.853746,0.854166,-0.00041999999999997595
4302.0,0.943188,0.853086,0.09010200000000002
4303.0,1.01585,0.852285,0.16356499999999996
4304.0,0.86319,0.85209,0.011099999999999999
4305.0,0.889692,0.852584,0.03710800000000003
4306.0,0.909252,0.853483,0.05576899999999996
4307.0,0.900352,0.854715,0.04563700000000004
4308.0,0.936739,0.856546,0.08019299999999996
4309.0,0.812137,0.858747,-0.04661000000000004
4310.0,0.900448,0.861071,0.039376999999999995
